ICD-9,DiseaseName
7852,"Internal fixation of bone without fracture reduction, humerus "
7853,"Internal fixation of bone without fracture reduction, radius and ulna "
7854,"Internal fixation of bone without fracture reduction, carpals and metacarpals "
7855,"Internal fixation of bone without fracture reduction, femur "
7856,"Internal fixation of bone without fracture reduction, patella "
7857,"Internal fixation of bone without fracture reduction, tibia and fibula "
7858,"Internal fixation of bone without fracture reduction, tarsals and metatarsals "
7859,"Internal fixation of bone without fracture reduction, other bones "
7860,"Removal of implanted devices from bone, unspecified site "
7861,"Removal of implanted devices from bone, scapula, clavicle, and thorax [ribs and sternum] "
7862,"Removal of implanted devices from bone, humerus "
7863,"Removal of implanted devices from bone, radius and ulna "
7864,"Removal of implanted devices from bone, carpals and metacarpals "
7865,"Removal of implanted devices from bone, femur "
7866,"Removal of implanted devices from bone, patella "
7867,"Removal of implanted devices from bone, tibia and fibula "
7868,"Removal of implanted devices from bone, tarsals and metatarsals "
7869,"Removal of implanted devices from bone, other bones "
7870,"Osteoclasis, unspecified site "
7871,"Osteoclasis, scapula, clavicle, and thorax [ribs and sternum] "
7872,"Osteoclasis, humerus "
7873,"Osteoclasis, radius and ulna "
7874,"Osteoclasis, carpals and metacarpals "
7875,"Osteoclasis, femur "
7876,"Osteoclasis, patella "
7877,"Osteoclasis, tibia and fibula "
7878,"Osteoclasis, tarsals and metatarsals "
7879,"Osteoclasis, other bones "
7880,"Diagnostic procedures on bone, not elsewhere classified, unspecified site "
7881,"Diagnostic procedures on bone, not elsewhere classified, scapula, clavicle, and thorax [ribs and sternum] "
7882,"Diagnostic procedures on bone, not elsewhere classified, humerus "
7883,"Diagnostic procedures on bone, not elsewhere classified, radius and ulna "
7884,"Diagnostic procedures on bone, not elsewhere classified, carpals and metacarpals "
7885,"Diagnostic procedures on bone, not elsewhere classified, femur "
7886,"Diagnostic procedures on bone, not elsewhere classified, patella "
7887,"Diagnostic procedures on bone, not elsewhere classified, tibia and fibula "
7888,"Diagnostic procedures on bone, not elsewhere classified, tarsals and metatarsals "
7889,"Diagnostic procedures on bone, not elsewhere classified, other bones "
7890,"Insertion of bone growth stimulator, unspecified site "
7891,"Insertion of bone growth stimulator, scapula, clavicle and thorax [ribs and sternum] "
7892,"Insertion of bone growth stimulator, humerus "
7893,"Insertion of bone growth stimulator, radius and ulna "
7894,"Insertion of bone growth stimulator, carpals and metacarpals "
7895,"Insertion of bone growth stimulator, femur "
7896,"Insertion of bone growth stimulator, patella "
7897,"Insertion of bone growth stimulator, tibia and fibula "
7898,"Insertion of bone growth stimulator, tarsals and metatarsals "
7899,"Insertion of bone growth stimulator, other bones "
7900,"Closed reduction of fracture without internal fixation, unspecified site "
7901,"Closed reduction of fracture without internal fixation, humerus "
7902,"Closed reduction of fracture without internal fixation, radius and ulna "
7903,"Closed reduction of fracture without internal fixation, carpals and metacarpals "
7904,"Closed reduction of fracture without internal fixation, phalanges of hand "
7905,"Closed reduction of fracture without internal fixation, femur "
7906,"Closed reduction of fracture without internal fixation, tibia and fibula "
7907,"Closed reduction of fracture without internal fixation, tarsals and metatarsals "
7908,"Closed reduction of fracture without internal fixation, phalanges of foot "
7909,"Closed reduction of fracture without internal fixation, other specified bone "
7910,"Closed reduction of fracture with internal fixation, unspecified site "
7911,"Closed reduction of fracture with internal fixation, humerus "
7912,"Closed reduction of fracture with internal fixation, radius and ulna "
7913,"Closed reduction of fracture with internal fixation, carpals and metacarpals "
7914,"Closed reduction of fracture with internal fixation, phalanges of hand "
7915,"Closed reduction of fracture with internal fixation, femur "
7916,"Closed reduction of fracture with internal fixation, tibia and fibula "
7917,"Closed reduction of fracture with internal fixation, tarsals and metatarsals "
7918,"Closed reduction of fracture with internal fixation, phalanges of foot "
7919,"Closed reduction of fracture with internal fixation, other specified bone "
7920,"Open reduction of fracture without internal fixation, unspecified site "
7921,"Open reduction of fracture without internal fixation, humerus "
7922,"Open reduction of fracture without internal fixation, radius and ulna "
7923,"Open reduction of fracture without internal fixation, carpals and metacarpals "
7924,"Open reduction of fracture without internal fixation, phalanges of hand "
7925,"Open reduction of fracture without internal fixation, femur "
7926,"Open reduction of fracture without internal fixation, tibia and fibula "
7927,"Open reduction of fracture without internal fixation, tarsals and metatarsals "
7928,"Open reduction of fracture without internal fixation, phalanges of foot "
7929,"Open reduction of fracture without internal fixation, other specified bone "
7930,"Open reduction of fracture with internal fixation, unspecified site "
7931,"Open reduction of fracture with internal fixation, humerus "
7932,"Open reduction of fracture with internal fixation, radius and ulna "
7933,"Open reduction of fracture with internal fixation, carpals and metacarpals "
7934,"Open reduction of fracture with internal fixation, phalanges of hand "
7935,"Open reduction of fracture with internal fixation, femur "
7936,"Open reduction of fracture with internal fixation, tibia and fibula "
7937,"Open reduction of fracture with internal fixation, tarsals and metatarsals "
7938,"Open reduction of fracture with internal fixation, phalanges of foot "
7939,"Open reduction of fracture with internal fixation, other specified bone "
7940,"Closed reduction of separated epiphysis, unspecified site "
7941,"Closed reduction of separated epiphysis, humerus "
7942,"Closed reduction of separated epiphysis, radius and ulna "
7945,"Closed reduction of separated epiphysis, femur "
7946,"Closed reduction of separated epiphysis, tibia and fibula "
7949,"Closed reduction of separated epiphysis, other specified bone "
7950,"Open reduction of separated epiphysis, unspecified site "
7951,"Open reduction of separated epiphysis, humerus "
7952,"Open reduction of separated epiphysis, radius and ulna "
7955,"Open reduction of separated epiphysis, femur "
7956,"Open reduction of separated epiphysis, tibia and fibula "
7959,"Open reduction of separated epiphysis, other specified bone "
7960,"Debridement of open fracture, unspecified site "
7961,"Debridement of open fracture site, humerus "
7962,"Debridement of open fracture site, radius and ulna "
7963,"Debridement of open fracture site, carpals and metacarpals "
7964,"Debridement of open fracture site, phalanges of hand "
7965,"Debridement of open fracture site, femur "
7966,"Debridement of open fracture site, tibia and fibula "
7967,"Debridement of open fracture site, tarsals and metatarsals "
7968,"Debridement of open fracture site, phalanges of foot "
7969,"Debridement of open fracture site, other specified bone "
7970,Closed reduction of dislocation of unspecified site 
7971,Closed reduction of dislocation of shoulder 
7972,Closed reduction of dislocation of elbow 
7973,Closed reduction of dislocation of wrist 
7974,Closed reduction of dislocation of hand and finger 
7975,Closed reduction of dislocation of hip 
7976,Closed reduction of dislocation of knee 
7977,Closed reduction of dislocation of ankle 
7978,Closed reduction of dislocation of foot and toe 
7979,Closed reduction of dislocation of other specified sites 
7980,Open reduction of dislocation of unspecified site 
7981,Open reduction of dislocation of shoulder 
7982,Open reduction of dislocation of elbow 
7983,Open reduction of dislocation of wrist 
7984,Open reduction of dislocation of hand and finger 
7985,Open reduction of dislocation of hip 
7986,Open reduction of dislocation of knee 
7987,Open reduction of dislocation of ankle 
7988,Open reduction of dislocation of foot and toe 
7989,Open reduction of dislocation of other specified sites 
7990,"Unspecified operation on bone injury, unspecified site "
7991,"Unspecified operation on bone injury, humerus "
7992,"Unspecified operation on bone injury, radius and ulna "
7993,"Unspecified operation on bone injury, carpals and metacarpals "
7994,"Unspecified operation on bone injury, phalanges of hand "
7995,"Unspecified operation on bone injury, femur "
7996,"Unspecified operation on bone injury, tibia and fibula "
7997,"Unspecified operation on bone injury, tarsals and metatarsals "
7998,"Unspecified operation on bone injury, phalanges of foot "
7999,"Unspecified operation on bone injury, other specified bone "
8000,"Arthrotomy for removal of prosthesis without replacement, unspecified site "
8001,"Arthrotomy for removal of prosthesis without replacement, shoulder "
8002,"Arthrotomy for removal of prosthesis without replacement, elbow "
8003,"Arthrotomy for removal of prosthesis without replacement, wrist "
8004,"Arthrotomy for removal of prosthesis without replacement, hand and finger "
8005,"Arthrotomy for removal of prosthesis without replacement, hip "
8006,"Arthrotomy for removal of prosthesis without replacement, knee "
8007,"Arthrotomy for removal of prosthesis without replacement, ankle "
8008,"Arthrotomy for removal of prosthesis without replacement, foot and toe "
8009,"Arthrotomy for removal of prosthesis without replacement, other specified sites "
8010,"Other arthrotomy, unspecified site "
8011,"Other arthrotomy, shoulder "
8012,"Other arthrotomy, elbow "
8013,"Other arthrotomy, wrist "
8014,"Other arthrotomy, hand and finger "
8015,"Other arthrotomy, hip "
8016,"Other arthrotomy, knee "
8017,"Other arthrotomy, ankle "
8018,"Other arthrotomy, foot and toe "
8019,"Other arthrotomy, other specified sites "
8020,"Arthroscopy, unspecified site "
8021,"Arthroscopy, shoulder "
8022,"Arthroscopy, elbow "
8023,"Arthroscopy, wrist "
8024,"Arthroscopy, hand and finger "
8025,"Arthroscopy, hip "
8026,"Arthroscopy, knee "
8027,"Arthroscopy, ankle "
8028,"Arthroscopy, foot and toe "
8029,"Arthroscopy, other specified sites "
8030,"Biopsy of joint structure, unspecified site "
8031,"Biopsy of joint structure, shoulder "
8032,"Biopsy of joint structure, elbow "
8033,"Biopsy of joint structure, wrist "
8034,"Biopsy of joint structure, hand and finger "
8035,"Biopsy of joint structure, hip "
8036,"Biopsy of joint structure, knee "
8037,"Biopsy of joint structure, ankle "
8038,"Biopsy of joint structure, foot and toe "
8039,"Biopsy of joint structure, other specified sites "
8040,"Division of joint capsule, ligament, or cartilage, unspecified site "
8041,"Division of joint capsule, ligament, or cartilage, shoulder "
8042,"Division of joint capsule, ligament, or cartilage, elbow "
8043,"Division of joint capsule, ligament, or cartilage, wrist "
8044,"Division of joint capsule, ligament, or cartilage, hand and finger "
8045,"Division of joint capsule, ligament, or cartilage, hip "
8046,"Division of joint capsule, ligament, or cartilage, knee "
8047,"Division of joint capsule, ligament, or cartilage, ankle "
8048,"Division of joint capsule, ligament, or cartilage, foot and toe "
8049,"Division of joint capsule, ligament, or cartilage, other specified sites "
8050,"Excision or destruction of intervertebral disc, unspecified "
8051,Excision of intervertebral disc 
8052,Intervertebral chemonucleolysis 
8053,Repair of the anulus fibrosus with graft or prosthesis 
8054,Other and unspecified repair of the anulus fibrosus 
8059,Other destruction of intervertebral disc 
806, Excision of semilunar cartilage of knee 
8070,"Synovectomy, unspecified site "
8071,"Synovectomy, shoulder "
8072,"Synovectomy, elbow "
8073,"Synovectomy, wrist "
8074,"Synovectomy, hand and finger "
8075,"Synovectomy, hip "
8076,"Synovectomy, knee "
8077,"Synovectomy, ankle "
8078,"Synovectomy, foot and toe "
8079,"Synovectomy, other specified sites "
8080,"Other local excision or destruction of lesion of joint, unspecified site "
8081,"Other local excision or destruction of lesion of joint, shoulder "
8082,"Other local excision or destruction of lesion of joint, elbow "
8083,"Other local excision or destruction of lesion of joint, wrist "
